Fecha,539366,539367,539368,539369,539377
0,0.747003009,0.747592277,0.747003009,0.747592277,0.745115754
1,0.542245106,0.688547441,0.542245106,0.688547441,0.121000302
2,0.488989621,0.561754097,0.488989621,0.561754097,0.27867681
3,0.250754485,0.383536417,0.250754485,0.383536417,-0.134584576
4,0.318113758,0.310911735,0.318113758,0.310911735,0.33861614
5,0.220964824,0.286283292,0.220964824,0.286283292,0.028792312
6,0.340309858,0.296449903,0.340309858,0.296449903,0.470565084
7,0.234461516,0.170490162,0.234461516,0.170490162,0.421157817
8,0.158236182,0.265520184,0.158236182,0.265520184,-0.154247931
9,0.196076484,0.17243693,0.196076484,0.17243693,0.265054547
10,0.376741441,0.185045001,0.376741441,0.185045001,0.936762612
11,0.233454415,0.128322209,0.233454415,0.128322209,0.538764852
12,0.206893825,0.164280538,0.206893825,0.164280538,0.330204671
13,0.131977868,0.20732488,0.131977868,0.20732488,-0.086299138
14,0.25990418,0.222286923,0.25990418,0.222286923,0.369002378
15,0.445801168,0.183264207,0.445801168,0.183264207,1.204386805
16,0.449646664,0.561569048,0.449646664,0.561569048,0.129196627
17,0.114121547,0.231763619,0.114121547,0.231763619,-0.223276149
18,0.440113239,0.289798375,0.440113239,0.289798375,0.873847323
19,0.380529046,0.232981346,0.380529046,0.232981346,0.802593178
20,0.541423085,0.375967714,0.541423085,0.375967714,1.013360852
21,0.243847079,0.28445907,0.243847079,0.28445907,0.128940209
22,0.719562726,0.333035221,0.719562726,0.333035221,1.816464454
23,0.476479134,0.174684859,0.476479134,0.174684859,1.319731459
24,0.283347192,0.466864442,0.283347192,0.466864442,-0.223522052
25,0.065020797,0.37544649,0.065020797,0.37544649,-0.798702317
26,-0.131139453,0.415174553,-0.131139453,0.415174553,-1.670559376
27,0.065064939,0.299889564,0.065064939,0.299889564,-0.610065343
28,0.339294854,0.323534334,0.339294854,0.323534334,0.385697774
29,0.521066373,0.248599852,0.521066373,0.248599852,1.310828203
30,0.148858247,0.265233899,0.148858247,0.265233899,-0.185098365
31,0.189891772,0.183309635,0.189891772,0.183309635,0.20899471
32,0.023655378,0.187525263,0.023655378,0.187525263,-0.448544375
33,0.221895889,0.162348256,0.221895889,0.162348256,0.394818257
34,0.106915041,0.169669135,0.106915041,0.169669135,-0.07547556
35,0.03724915,0.139765201,0.03724915,0.139765201,-0.259353208
36,-0.357809408,0.078761119,-0.357809408,0.078761119,-1.630012851
37,0.159694997,0.011159974,0.159694997,0.011159974,0.599752877
38,0.345114131,0.309713298,0.345114131,0.309713298,0.45007995
39,0.332597757,0.036135366,0.332597757,0.036135366,1.20423376
40,0.673993863,0.632273303,0.673993863,0.632273303,0.795990791
41,0.178297838,0.21142662,0.178297838,0.21142662,0.081816717
42,0.249173739,0.089339652,0.249173739,0.089339652,0.713534099
43,0.226218465,0.113811849,0.226218465,0.113811849,0.550679918
44,0.277706406,0.120599297,0.277706406,0.120599297,0.729998354
45,-0.028777104,0.122682555,-0.028777104,0.122682555,-0.461978634
46,0.155038442,0.145077307,0.155038442,0.145077307,0.183769182
47,-0.00426783,0.065951555,-0.00426783,0.065951555,-0.205875549
48,0.728209103,0.316931017,0.728209103,0.316931017,1.913003934
49,0.391842645,0.296600379,0.391842645,0.296600379,0.662627823
50,-0.2608657,0.429872863,-0.2608657,0.429872863,-2.213596373
51,0.002821105,0.256256179,0.002821105,0.256256179,-0.732900954
52,0.289471816,0.201847304,0.289471816,0.201847304,0.545732122
53,0.440268953,0.153600936,0.440268953,0.153600936,1.278080271
54,0.450873831,0.235874842,0.450873831,0.235874842,1.071638803
55,-0.248928589,0.087309843,-0.248928589,0.087309843,-1.211904718
56,0.27337741,0.093407032,0.27337741,0.093407032,0.795841539
57,0.108161097,0.095586071,0.108161097,0.095586071,0.145277115
58,0.350307215,0.064051528,0.350307215,0.064051528,1.174389311
59,0.165662988,0.029177519,0.165662988,0.029177519,0.554822231
60,0.13,0.075681301,0.13,0.075681301,0.33103722
61,0.148806551,0.088200637,0.148806551,0.088200637,0.376056379
62,0.247310005,0.222832873,0.247310005,0.222832873,0.339624448
63,0.116386642,0.139431689,0.116386642,0.139431689,0.030169382
64,0.4938198,0.526502791,0.4938198,0.526502791,0.375118728
65,0.095905716,0.123233562,0.095905716,0.123233562,-0.007975119
66,0.338805587,0.11459519,0.338805587,0.11459519,1.173671962
67,0.109272403,0.11370473,0.109272403,0.11370473,0.096086578
68,0.609684144,0.080176305,0.609684144,0.080176305,2.567706591
69,0.284424114,0.111297885,0.284424114,0.111297885,0.908926247
70,0.226114246,0.091105721,0.226114246,0.091105721,0.708411995
71,0.134195556,0.122487883,0.134195556,0.122487883,0.174958628
72,0.316587843,0.248908243,0.316587843,0.248908243,0.55671229
73,0.04065867,0.268527529,0.04065867,0.268527529,-0.766622809
74,0.149021202,0.258636553,0.149021202,0.258636553,-0.243278187
75,0.216435577,0.205521395,0.216435577,0.205521395,0.25396213
76,0.394334693,0.210067061,0.394334693,0.210067061,1.060080086
77,0.255454825,0.186165908,0.255454825,0.186165908,0.50161349
78,0.011494914,0.190654791,0.011494914,0.190654791,-0.627338882
79,0.063214758,0.109458185,0.063214758,0.109458185,-0.099083776
80,-0.412550731,0.135334809,-0.412550731,0.135334809,-2.380587856
81,0.116300305,0.150053325,0.116300305,0.150053325,-0.008554904
82,-0.020160903,0.026092889,-0.020160903,0.026092889,-0.191498099
